3.92488,7.36341,7.07392,C
7.73946,6.45336,8.06621,B
6.37922,9.06165,9.00278,B
6.39757,7.97498,6.07553,B
5.76474,7.42152,6.28276,B
9.13829,8.6757,8.9477,A
4.81159,6.73099,6.46968,C
5.18907,6.58215,8.35666,C
5.01255,8.21979,8.39099,B
3.89498,8.66101,7.83511,C
7.11923,7.41241,7.54738,B
8.77578,8.30287,9.36638,A
7.23833,7.70539,7.26596,B
6.8625,7.90476,8.72384,B
6.92222,6.26219,8.44649,B
7.1726,6.4006,7.88306,B
7.0641,6.82968,8.4587,B
6.5758,7.84776,8.44081,B
5.22771,6.35283,7.02371,C
9.22472,9.65579,8.80604,A
5.02273,8.07548,7.92359,B
6.38631,8.08802,6.53004,B
8.57232,7.09532,7.90384,A
3.69425,6.91193,6.47661,C
6.7886,8.01327,8.33247,B
5.81189,5.63948,7.13415,C
9.71186,9.32392,8.10439,A
4.52351,8.13013,8.52601,C
9.29163,8.33411,8.4362,A
7.16437,6.65145,6.72686,B
8.33848,8.51908,10.8318,A
6.70753,8.27376,9.34117,B
8.11468,7.87104,7.00819,A
6.26268,5.97117,9.00096,B
7.80529,6.7028,10.8374,A
6.88011,7.71852,8.63224,B
5.08809,6.20105,9.89756,C
5.89232,8.08033,8.92489,B
7.12403,9.29875,8.56489,A
6.46497,7.0073,9.73316,B
4.71715,5.30051,8.14537,C
6.37874,7.86582,8.27537,B
6.73218,7.48292,9.70489,B
5.94247,7.54475,7.36564,B
5.59775,7.91605,5.24086,C
3.71929,6.55126,6.02071,C
4.07283,5.46664,5.32396,C
5.2316,7.0498,6.73171,C
8.51731,9.71267,11.0425,A
6.38591,5.75129,7.3625,B
8.07466,9.91563,8.07587,A
6.46749,6.61894,6.07109,B
8.95775,9.59022,7.90462,A
8.95515,8.148,7.25317,A
7.37765,8.09272,7.4516,B
6.26216,10.2809,8.40231,B
6.28021,6.92782,7.90814,B
6.28525,6.89132,6.79211,B
9.03708,7.52414,9.87997,A
6.95126,6.31851,9.65546,B
6.89308,8.1315,8.99776,B
8.34301,6.02341,10.5601,A
3.91455,6.62566,8.45474,C
7.54891,8.68368,8.45766,A
6.57754,7.6371,6.68878,B
6.32164,5.9631,7.69025,B
5.33984,6.86137,8.73639,B
6.33102,7.63289,8.53972,B
3.22152,5.58981,7.11874,C
4.93058,8.30291,8.21217,B
7.8427,8.10939,9.29939,A
5.18016,6.5294,5.69851,C
7.25334,7.2097,6.83087,B
7.32569,6.71966,7.95232,B
9.24993,9.68955,8.39122,A
7.90228,10.5481,7.14433,A
5.77877,7.13087,7.86551,B
7.11831,7.88315,10.8556,A
8.96475,8.14288,8.06138,A
7.51367,7.62658,8.19016,B
6.87688,7.41188,7.3558,B
5.58026,7.33859,6.91188,B
10.0502,8.99078,8.35699,A
8.29583,7.88085,10.7727,A
6.5059,7.8248,6.96634,B
3.74336,7.02426,5.53048,C
5.66736,7.09066,6.93999,B
8.67817,8.70083,6.68232,A
7.57348,8.57664,8.1314,A
6.7089,8.30579,7.24875,B
4.36749,6.68381,7.15383,C
7.76441,7.29706,7.96452,B
5.85443,5.19512,8.53487,C
7.61457,8.92507,7.59457,A
6.23762,7.76315,8.11523,B
5.10155,7.43551,7.48728,C
8.71584,7.43921,7.63904,A
6.02738,7.95738,8.99278,B
6.93846,6.62979,8.28964,B
5.63541,6.68535,5.35544,C
6.16132,8.86566,8.36831,B
3.19743,6.60729,8.78559,C
7.87604,8.59584,8.5783,A
4.67596,6.49442,6.97541,C
3.77329,5.07035,5.64421,C
8.579,8.60267,9.99448,A
8.64853,9.01275,9.78338,A
8.11495,9.83584,7.26131,A
5.67773,8.20273,6.94369,B
6.4051,7.3924,8.90027,B
7.72766,7.89852,9.36722,A
5.74382,6.00253,9.97367,B
8.5642,7.88457,8.24696,A
6.79896,7.94798,9.01597,B
4.81228,7.0921,7.9042,C
5.95191,6.9557,7.6943,B
4.30503,6.56537,7.56828,C
7.93943,7.97628,9.26976,A
5.22067,7.09397,8.60304,B
6.51132,5.59535,7.98603,B
9.13779,7.90986,9.92477,A
6.32152,6.17355,7.91214,B
4.57878,7.02549,8.15528,C
8.14914,7.37212,8.23644,A
7.49086,9.65199,7.73182,A
4.99624,9.88883,6.99035,B
8.4995,8.75621,9.02336,A
8.61109,8.49017,7.67256,A
4.75656,6.29383,5.73309,C
5.09724,6.35519,7.92459,C
6.84216,8.13583,10.0881,B
5.32462,5.41289,5.90327,C
5.67997,7.17026,6.97932,B
6.35916,8.73989,8.6001,B
7.58606,6.73389,5.89041,B
5.90123,7.90392,6.88406,B
4.23159,7.41218,7.59354,C
5.04294,6.83916,8.18007,C
4.26165,6.56225,7.49404,C
5.12356,7.40222,7.4763,C
6.35389,7.81666,5.28168,B
5.4751,5.13543,9.78739,C
3.2912,6.29561,6.93062,C
5.46337,8.49411,6.5088,B
7.22679,5.65862,9.75671,B
8.82363,8.9413,8.61165,A
6.48922,7.70841,9.36883,B
9.58201,8.08827,8.9826,A
6.62523,6.09585,7.75858,B
5.02649,9.08739,6.87526,B
5.86702,6.78122,6.79618,B
5.40641,6.84598,7.84298,C
5.44228,6.58618,6.85869,C
5.88042,8.57293,7.13551,B
9.47987,8.73716,9.76111,A
8.96376,7.79955,7.93087,A
5.22402,8.49655,9.82316,B
6.08783,9.21474,7.88383,B
6.09363,6.68142,8.30521,B
9.32929,9.58625,9.60852,A
3.2944,6.45867,6.90135,C
6.26895,8.14524,7.57693,B
2.37029,4.8273,7.31362,C
6.77707,6.33713,8.62926,B
8.5675,10.1347,7.71558,A
8.40139,8.76476,8.44683,A
5.97558,8.36937,8.94765,B
9.23951,8.16327,8.54418,A
9.98622,8.19435,6.79076,A
4.25066,5.64928,6.53221,C
9.12497,7.67288,8.77704,A
6.80235,7.66638,6.12442,B
3.10677,7.50927,10.1266,C
5.12718,7.511,7.01943,C
4.08031,7.4834,9.29813,C
3.80997,9.23752,9.98002,B
2.07258,5.8974,6.97832,C
5.03765,6.66273,6.70418,C
7.08887,7.83816,7.30807,B
7.65945,8.41283,6.27223,B
8.41066,6.02777,8.38089,A
7.59034,9.18288,7.52017,A
7.87291,7.74537,8.53261,A
10.051,8.66834,9.76132,A
8.7658,9.05199,7.70982,A
4.9215,7.7709,7.03563,C
3.43036,6.78989,6.5547,C
10.3194,8.73519,8.76218,A
5.78621,7.93978,9.22185,B
4.205,8.32073,8.893,C
8.78227,7.90572,9.00049,A
4.76715,6.68613,8.63334,C
7.664,8.3805,8.24524,A
6.48249,8.3182,6.17877,B
9.45134,9.3366,9.14467,A
6.42001,8.31011,10.1747,B
10.3067,10.7349,9.20082,A
7.42065,8.15457,8.41668,A
8.04449,8.09591,9.46286,A
6.02537,6.00237,7.15462,C
8.45688,7.76418,7.69244,A
5.82095,6.74942,7.26813,B
6.43817,6.56488,6.0962,B
6.47576,6.6666,7.30586,B
7.19076,6.87041,8.11986,B
7.66391,6.47366,7.72773,B
7.30142,8.54949,8.32538,A
5.78689,6.85635,8.56869,B
7.73996,8.42958,8.46127,A
8.97338,7.23531,7.92406,A
8.98954,7.01202,7.79027,A
4.05988,4.52001,8.43011,C
4.79317,6.40448,6.45292,C
5.07516,9.50602,7.5439,B
2.7515,7.77481,8.39393,C
7.87756,9.5478,8.44734,A
9.85756,10.3425,9.00532,A
6.09596,5.9853,7.69458,B
8.13713,8.91604,7.41024,A
5.65771,5.83088,6.76192,C
8.06962,9.02881,6.91788,A
9.1401,10.0958,7.08505,A
4.22909,7.96737,6.54569,C
3.45691,7.8914,7.70411,C
7.91534,7.74876,9.0399,A
2.73,6.12563,7.45735,C
6.91643,8.01441,7.6057,B
4.9608,6.11935,6.43605,C
7.6294,7.93453,9.11586,A
7.16828,7.90768,6.67517,B
3.67658,5.94897,7.83997,C
7.41991,8.58871,9.26356,A
4.0379,5.39367,5.75935,C
7.92951,6.25626,7.03961,B
7.04367,8.69663,9.56933,A
7.59241,6.18635,8.19097,B
6.29009,7.40058,6.69796,B
5.43318,7.71559,7.94642,B
5.23988,6.94641,6.66982,C
5.48263,6.58524,9.3375,B
6.61853,5.99237,7.92731,B
4.15362,6.28454,9.29245,C
