3.924880,7.363412,7.073915
7.739460,6.453360,8.066205
6.379217,9.061654,9.002781
6.397573,7.974984,6.075531
5.764744,7.421517,6.282761
9.138295,8.675697,8.947702
4.811593,6.730988,6.469683
5.189073,6.582152,8.356661
5.012552,8.219790,8.390992
3.894978,8.661010,7.835112
7.119228,7.412406,7.547379
8.775777,8.302871,9.366378
7.238330,7.705394,7.265965
6.862501,7.904759,8.723841
6.922217,6.262191,8.446487
7.172598,6.400599,7.883062
7.064098,6.829678,8.458704
6.575801,7.847759,8.440810
5.227711,6.352835,7.023711
9.224716,9.655787,8.806038
5.022727,8.075476,7.923591
6.386305,8.088024,6.530040
8.572316,7.095323,7.903844
3.694250,6.911933,6.476613
6.788604,8.013268,8.332471
5.811891,5.639476,7.134148
9.711864,9.323920,8.104388
4.523509,8.130132,8.526008
9.291631,8.334110,8.436203
7.164367,6.651446,6.726860
8.338475,8.519083,10.831825
6.707531,8.273762,9.341167
8.114685,7.871035,7.008185
6.262680,5.971172,9.000956
7.805291,6.702795,10.837412
6.880110,7.718525,8.632241
5.088093,6.201052,9.897561
5.892325,8.080326,8.924892
7.124028,9.298755,8.564893
6.464966,7.007303,9.733155
4.717151,5.300510,8.145370
6.378744,7.865816,8.275368
6.732183,7.482915,9.704885
5.942471,7.544753,7.365640
5.597752,7.916052,5.240860
3.719285,6.551261,6.020708
4.072833,5.466635,5.323960
5.231603,7.049797,6.731713
8.517306,9.712670,11.042459
6.385908,5.751287,7.362504
8.074658,9.915629,8.075873
6.467492,6.618940,6.071086
8.957751,9.590223,7.904623
8.955154,8.148002,7.253174
7.377652,8.092719,7.451595
6.262160,10.280922,8.402313
6.280213,6.927824,7.908138
6.285247,6.891320,6.792114
9.037081,7.524138,9.879971
6.951264,6.318506,9.655461
6.893081,8.131498,8.997756
8.343010,6.023414,10.560145
3.914550,6.625662,8.454741
7.548905,8.683681,8.457660
6.577542,7.637097,6.688779
6.321644,5.963100,7.690253
5.339843,6.861366,8.736392
6.331019,7.632886,8.539717
3.221518,5.589810,7.118744
4.930584,8.302911,8.212170
7.842698,8.109387,9.299391
5.180164,6.529402,5.698506
7.253338,7.209704,6.830868
7.325693,6.719657,7.952318
9.249934,9.689550,8.391223
7.902283,10.548134,7.144325
5.778771,7.130872,7.865512
7.118312,7.883151,10.855589
8.964753,8.142877,8.061385
7.513667,7.626582,8.190157
6.876879,7.411881,7.355798
5.580257,7.338586,6.911875
10.050179,8.990781,8.356989
8.295831,7.880854,10.772713
6.505904,7.824802,6.966341
3.743357,7.024255,5.530484
5.667361,7.090658,6.939987
8.678167,8.700833,6.682321
7.573477,8.576643,8.131396
6.708897,8.305789,7.248754
4.367493,6.683805,7.153830
7.764412,7.297056,7.964518
5.854429,5.195121,8.534871
7.614570,8.925065,7.594565
6.237621,7.763151,8.115228
5.101550,7.435513,7.487279
8.715843,7.439207,7.639036
6.027383,7.957378,8.992776
6.938456,6.629793,8.289644
5.635408,6.685349,5.355445
6.161317,8.865659,8.368308
3.197430,6.607293,8.785591
7.876041,8.595839,8.578304
4.675963,6.494420,6.975412
3.773285,5.070346,5.644213
8.578996,8.602674,9.994481
8.648530,9.012752,9.783381
8.114953,9.835841,7.261309
5.677732,8.202731,6.943686
6.405104,7.392399,8.900273
7.727658,7.898520,9.367219
5.743819,6.002532,9.973672
8.564197,7.884565,8.246959
6.798961,7.947981,9.015971
4.812283,7.092104,7.904196
5.951907,6.955702,7.694300
4.305033,6.565373,7.568280
7.939434,7.976285,9.269762
5.220675,7.093973,8.603042
6.511319,5.595348,7.986033
9.137794,7.909860,9.924772
6.321519,6.173554,7.912141
4.578780,7.025494,8.155277
8.149141,7.372121,8.236445
7.490858,9.651989,7.731819
4.996236,9.888832,6.990347
8.499499,8.756211,9.023360
8.611088,8.490173,7.672557
4.756559,6.293832,5.733091
5.097236,6.355187,7.924594
6.842156,8.135826,10.088061
5.324618,5.412889,5.903273
5.679968,7.170263,6.979323
6.359161,8.739890,8.600098
7.586064,6.733894,5.890412
5.901226,7.903921,6.884063
4.231593,7.412181,7.593538
5.042936,6.839163,8.180065
4.261646,6.562249,7.494035
5.123564,7.402225,7.476299
6.353888,7.816664,5.281683
5.475104,5.135427,9.787394
3.291198,6.295611,6.930621
5.463368,8.494114,6.508803
7.226790,5.658617,9.756714
8.823629,8.941302,8.611654
6.489220,7.708411,9.368830
9.582005,8.088275,8.982597
6.625228,6.095849,7.758577
5.026491,9.087387,6.875259
5.867025,6.781215,6.796176
5.406407,6.845982,7.842977
5.442278,6.586182,6.858692
5.880417,8.572934,7.135510
9.479865,8.737161,9.761113
8.963757,7.799548,7.930873
5.224019,8.496548,9.823165
6.087833,9.214738,7.883834
6.093635,6.681422,8.305211
9.329294,9.586251,9.608518
3.294401,6.458669,6.901355
6.268946,8.145239,7.576930
2.370289,4.827297,7.313616
6.777069,6.337129,8.629259
8.567500,10.134731,7.715583
8.401394,8.764759,8.446829
5.975575,8.369368,8.947650
9.239513,8.163274,8.544176
9.986220,8.194354,6.790757
4.250663,5.649278,6.532205
9.124967,7.672876,8.777044
6.802348,7.666378,6.124424
3.106770,7.509271,10.126619
5.127177,7.510998,7.019432
4.080307,7.483396,9.298129
3.809971,9.237521,9.980021
2.072579,5.897400,6.978315
5.037654,6.662726,6.704182
7.088873,7.838156,7.308075
7.659449,8.412828,6.272230
8.410662,6.027772,8.380890
7.590340,9.182884,7.520166
7.872915,7.745374,8.532606
10.051024,8.668335,9.761319
8.765797,9.051992,7.709824
4.921498,7.770904,7.035632
3.430355,6.789891,6.554697
10.319383,8.735186,8.762180
5.786212,7.939777,9.221845
4.204997,8.320728,8.892999
8.782267,7.905720,9.000493
4.767145,6.686133,8.633335
7.664003,8.380499,8.245242
6.482486,8.318197,6.178769
9.451345,9.336603,9.144666
6.420008,8.310108,10.174716
10.306653,10.734907,9.200820
7.420649,8.154573,8.416677
8.044488,8.095913,9.462857
6.025368,6.002367,7.154618
8.456884,7.764180,7.692442
5.820948,6.749425,7.268126
6.438168,6.564883,6.096204
6.475758,6.666603,7.305863
7.190764,6.870406,8.119863
7.663911,6.473656,7.727728
7.301415,8.549490,8.325381
5.786887,6.856345,8.568685
7.739962,8.429576,8.461274
8.973383,7.235314,7.924061
8.989536,7.012016,7.790269
4.059881,4.520008,8.430110
4.793175,6.404482,6.452918
5.075156,9.506020,7.543902
2.751498,7.774811,8.393933
7.877555,9.547796,8.447339
9.857556,10.342545,9.005317
6.095961,5.985303,7.694577
8.137133,8.916042,7.410236
5.657715,5.830880,6.761925
8.069619,9.028809,6.917883
9.140102,10.095756,7.085045
4.229087,7.967375,6.545687
3.456910,7.891401,7.704115
7.915342,7.748765,9.039902
2.729996,6.125632,7.457347
6.916429,8.014408,7.605697
4.960797,6.119347,6.436050
7.629403,7.934531,9.115861
7.168281,7.907685,6.675168
3.676582,5.948969,7.839972
7.419914,8.588709,9.263565
4.037900,5.393667,5.759351
7.929510,6.256262,7.039612
7.043666,8.696628,9.569329
7.592410,6.186349,8.190966
6.290092,7.400580,6.697964
5.433185,7.715586,7.946423
5.239878,6.946414,6.669821
5.482628,6.585245,9.337498
6.618531,5.992370,7.927307
4.153624,6.284536,9.292446
5.739704,8.043523,8.855779
9.447096,8.572482,6.417078
6.807556,6.782824,8.891504
3.516565,6.356369,7.046074
4.910366,6.737766,7.014507
6.302997,7.050206,6.581266
10.081451,9.369807,8.026261
3.536682,6.932725,9.150622
4.089615,6.672490,7.546187
6.196463,9.285926,7.941935
6.346248,6.044605,9.081029
8.531067,7.447808,9.837298
6.038406,8.238575,6.768844
8.716477,7.827256,6.135648
4.837947,6.100265,9.275513
5.974003,6.172231,7.627704
3.789243,8.642337,9.353860
6.499752,6.440308,8.582285
7.377863,8.762139,8.438917
6.939154,6.935604,8.175972
5.914050,8.156589,7.375405
10.385891,10.434702,7.063815
6.672065,8.219978,9.867882
3.686581,7.047798,5.465447
7.665130,7.234716,8.452612
8.044015,7.675895,9.273774
3.978673,5.517174,8.418178
8.367603,9.782383,8.328841
4.446291,7.523154,7.539149
6.210872,7.298320,7.431873
11.894723,9.395530,8.971023
6.663336,7.754510,8.225734
5.554413,7.337670,6.859173
6.479737,7.734868,5.320590
5.453628,6.486462,9.925947
